MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
36.08,3,13,0.231,2,9,0.222,0,0,0.0,0,2,2,7,0,0,4,3,8,0.4
1.72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
3.92,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.7
17.42,1,8,0.125,0,4,0.0,0,0,0.0,0,1,1,2,0,1,1,0,2,-1.8
34.28,11,15,0.733,1,1,1.0,9,9,1.0,6,14,20,3,2,0,1,3,32,36.2
36.97,14,24,0.583,6,11,0.545,2,2,1.0,0,3,3,3,0,0,2,2,36,25.0
31.0,10,20,0.5,7,15,0.467,0,0,0.0,0,4,4,10,0,0,1,0,27,24.2
34.28,8,18,0.444,3,3,1.0,10,11,0.909,0,3,3,2,4,0,1,3,29,23.3
30.58,7,13,0.538,7,12,0.583,2,2,1.0,1,1,2,4,2,1,2,0,23,21.2
20.97,11,14,0.786,2,5,0.4,2,2,1.0,1,2,3,0,0,0,1,2,26,20.1
34.52,8,17,0.471,1,3,0.333,4,6,0.667,3,13,16,5,0,1,1,2,21,19.9
32.32,9,13,0.692,4,7,0.571,1,1,1.0,0,4,4,4,0,0,2,1,23,19.1
30.13,8,18,0.444,2,7,0.286,1,2,0.5,0,8,8,2,1,2,1,0,19,14.4
24.07,4,5,0.8,2,2,1.0,4,7,0.571,0,4,4,1,1,1,0,1,14,14.1
33.93,7,14,0.5,3,7,0.429,1,1,1.0,5,4,9,0,0,0,0,4,18,14.1
25.0,4,8,0.5,2,4,0.5,2,2,1.0,2,5,7,6,0,0,1,1,12,13.7
12.53,5,5,1.0,0,0,0.0,2,3,0.667,2,5,7,1,0,0,0,1,12,13.3
27.1,7,12,0.583,0,1,0.0,2,3,0.667,2,2,4,2,1,1,1,2,16,13.3
39.8,6,13,0.462,3,9,0.333,6,7,0.857,0,4,4,0,1,0,2,3,21,12.9
30.63,8,19,0.421,3,11,0.273,3,4,0.75,0,4,4,2,0,0,0,5,22,12.1
29.95,6,12,0.5,1,2,0.5,1,1,1.0,1,8,9,6,1,0,4,1,14,11.9
35.35,9,22,0.409,0,4,0.0,0,0,0.0,1,7,8,8,0,1,3,1,18,11.9
35.17,8,19,0.421,2,7,0.286,2,2,1.0,0,7,7,9,1,2,8,2,20,11.9
37.43,7,20,0.35,1,6,0.167,3,4,0.75,3,4,7,8,1,1,5,2,18,11.2
20.6,4,6,0.667,1,1,1.0,3,3,1.0,1,1,2,6,0,0,1,6,12,11.2
30.1,6,8,0.75,1,3,0.333,0,0,0.0,1,2,3,0,1,0,0,3,13,10.9
16.73,4,7,0.571,1,4,0.25,0,0,0.0,1,0,1,4,2,1,1,0,9,10.9
25.63,4,9,0.444,1,3,0.333,0,0,0.0,1,7,8,3,0,0,0,0,9,9.2
30.92,3,4,0.75,0,0,0.0,1,1,1.0,5,6,11,1,0,1,1,5,7,9.1
33.6,3,7,0.429,1,3,0.333,4,6,0.667,0,3,3,3,1,0,1,1,11,9.1
29.43,3,8,0.375,0,0,0.0,5,8,0.625,3,2,5,4,0,1,3,0,11,8.6
15.02,3,4,0.75,2,2,1.0,0,0,0.0,1,1,2,1,0,0,0,0,8,8.1
33.77,5,18,0.278,1,4,0.25,2,2,1.0,1,10,11,10,0,3,6,3,13,8.0
29.83,2,5,0.4,0,1,0.0,0,0,0.0,2,8,10,4,1,0,1,2,4,7.1
25.53,3,8,0.375,2,5,0.4,1,1,1.0,1,1,2,1,1,1,1,0,9,7.0
25.65,3,9,0.333,1,4,0.25,2,2,1.0,1,3,4,2,1,1,1,2,9,6.8
19.17,3,6,0.5,0,3,0.0,0,0,0.0,2,4,6,1,2,0,1,2,6,6.5
14.4,2,3,0.667,1,1,1.0,2,2,1.0,1,1,2,2,1,0,1,4,7,6.5
24.77,1,6,0.167,1,6,0.167,2,2,1.0,2,6,8,0,2,0,1,1,5,5.0
15.35,2,6,0.333,0,2,0.0,0,0,0.0,0,0,0,3,2,1,0,2,4,4.6
27.78,2,10,0.2,1,8,0.125,2,2,1.0,1,2,3,1,3,0,1,1,7,4.4
26.75,3,14,0.214,2,9,0.222,2,2,1.0,0,3,3,2,1,0,0,1,10,4.3
35.4,3,10,0.3,1,4,0.25,0,0,0.0,1,6,7,4,1,0,2,3,7,4.3
8.8,2,4,0.5,1,2,0.5,1,2,0.5,1,2,3,1,0,0,1,1,6,4.2
34.28,2,11,0.182,1,5,0.2,0,0,0.0,0,3,3,9,1,1,2,2,5,4.2
19.22,1,3,0.333,0,2,0.0,3,3,1.0,1,2,3,2,0,0,1,2,5,4.2
27.5,1,2,0.5,0,0,0.0,0,0,0.0,2,3,5,0,0,1,0,0,2,4.0
16.18,2,7,0.286,0,3,0.0,1,2,0.5,0,4,4,3,0,0,0,0,5,3.8
17.78,4,8,0.5,0,2,0.0,0,0,0.0,0,3,3,3,0,0,3,1,8,3.6
13.48,1,3,0.333,0,2,0.0,0,0,0.0,1,2,3,1,1,0,0,0,2,3.3
16.52,1,4,0.25,1,3,0.333,3,4,0.75,0,1,1,1,0,0,1,1,6,2.8
15.75,3,5,0.6,0,1,0.0,0,0,0.0,1,2,3,0,0,0,1,3,6,2.8
2.02,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,2.7
18.97,3,10,0.3,3,6,0.5,0,0,0.0,1,2,3,0,0,0,2,0,9,2.5
18.05,2,3,0.667,0,0,0.0,0,0,0.0,0,2,2,1,1,1,2,3,4,2.5
19.63,1,3,0.333,0,2,0.0,0,0,0.0,0,6,6,1,0,0,0,1,2,2.4
13.78,2,5,0.4,1,1,1.0,0,0,0.0,0,0,0,1,1,0,1,2,5,2.2
2.68,0,0,0.0,0,0,0.0,1,2,0.5,0,0,0,0,1,0,0,0,1,1.6
6.53,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,2,1,0,0,1,0,1.6
19.72,0,2,0.0,0,2,0.0,2,2,1.0,1,3,4,0,1,0,1,2,2,1.4
3.48,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,0,0,1.4
15.53,0,1,0.0,0,1,0.0,1,2,0.5,1,3,4,0,0,0,0,1,1,1.1
6.43,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,1,0,1.0
6.53,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,2,0,3,0.7
13.32,2,6,0.333,0,1,0.0,0,0,0.0,1,2,3,0,0,0,1,2,4,0.1
2.52,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
4.57,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-0.4
3.88,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7
11.62,0,6,0.0,0,3,0.0,0,2,0.0,0,4,4,2,2,0,0,1,0,-0.8
4.77,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.4
37.17,8,15,0.533,3,8,0.375,11,11,1.0,0,3,3,7,2,0,0,1,30,30.1
34.52,12,23,0.522,7,15,0.467,1,1,1.0,1,2,3,11,1,1,2,1,32,29.0
37.92,13,27,0.481,6,13,0.462,2,2,1.0,2,0,2,8,1,0,0,1,34,27.9
33.92,8,17,0.471,2,5,0.4,12,12,1.0,0,3,3,8,1,1,1,2,30,27.7
32.08,10,19,0.526,3,6,0.5,5,8,0.625,2,5,7,10,1,0,3,2,28,24.6
35.47,8,12,0.667,4,6,0.667,2,4,0.5,0,6,6,6,2,2,1,1,22,24.0
28.15,8,14,0.571,2,6,0.333,3,3,1.0,1,3,4,8,1,2,0,1,21,23.6
34.07,8,19,0.421,2,6,0.333,10,10,1.0,1,6,7,7,1,2,3,3,28,23.5
33.37,7,9,0.778,0,0,0.0,7,10,0.7,3,8,11,2,1,1,1,0,21,22.9
38.27,12,19,0.632,8,10,0.8,0,0,0.0,1,3,4,2,1,0,3,4,32,22.9
32.12,6,9,0.667,5,7,0.714,2,2,1.0,0,3,3,11,0,0,0,2,19,22.9
30.57,9,11,0.818,2,2,1.0,3,5,0.6,1,7,8,3,1,1,2,2,23,21.9
30.92,7,11,0.636,2,4,0.5,4,4,1.0,2,6,8,3,3,0,0,4,20,21.8
39.8,10,18,0.556,5,8,0.625,2,2,1.0,0,6,6,5,0,2,3,1,27,21.7
30.2,5,8,0.625,5,8,0.625,4,5,0.8,1,4,5,1,2,2,0,1,19,20.6
36.5,7,11,0.636,2,5,0.4,2,3,0.667,1,8,9,0,5,2,2,1,18,19.8
32.37,7,17,0.412,3,6,0.5,3,4,0.75,2,5,7,2,5,0,0,1,20,19.4
33.38,6,17,0.353,3,10,0.3,9,10,0.9,0,5,5,8,2,0,4,0,24,19.2
26.23,7,11,0.636,1,3,0.333,4,4,1.0,3,2,5,4,1,0,2,0,19,18.6
31.12,6,13,0.462,3,7,0.429,3,3,1.0,0,6,6,9,1,2,3,1,18,18.4
29.4,7,13,0.538,3,8,0.375,0,0,0.0,3,6,9,7,4,0,5,1,17,18.1
32.42,8,12,0.667,3,6,0.5,0,0,0.0,0,3,3,5,1,1,1,3,19,17.7
17.43,6,7,0.857,0,0,0.0,3,4,0.75,4,5,9,2,0,1,0,3,15,17.3
30.53,8,13,0.615,4,6,0.667,3,4,0.75,0,2,2,4,1,1,3,4,23,17.2
32.32,6,9,0.667,0,0,0.0,3,4,0.75,3,2,5,3,2,1,1,1,15,16.8
37.8,5,8,0.625,0,0,0.0,2,4,0.5,5,8,13,2,1,1,0,1,12,16.2
33.53,5,9,0.556,4,7,0.571,5,5,1.0,2,4,6,2,0,0,1,4,19,16.1
26.07,5,6,0.833,1,2,0.5,3,4,0.75,2,3,5,0,2,0,0,0,14,15.7
28.37,6,11,0.545,5,9,0.556,0,0,0.0,0,4,4,5,0,0,0,2,17,15.6
33.53,7,11,0.636,2,2,1.0,1,2,0.5,2,3,5,3,0,1,1,1,17,15.4
34.32,7,18,0.389,4,11,0.364,2,3,0.667,0,6,6,6,1,0,1,1,20,15.4
30.42,9,16,0.563,4,7,0.571,1,4,0.25,2,4,6,5,0,0,4,3,23,15.1
28.72,5,11,0.455,2,7,0.286,5,6,0.833,1,4,5,4,1,0,1,3,17,14.4
25.77,6,11,0.545,5,9,0.556,3,5,0.6,0,6,6,0,0,0,2,0,20,13.7
36.23,10,21,0.476,1,5,0.2,2,5,0.4,2,9,11,1,0,3,4,1,23,13.6
32.67,7,16,0.438,0,5,0.0,7,8,0.875,2,3,5,3,1,0,2,5,21,13.6
31.58,8,16,0.5,2,5,0.4,2,2,1.0,0,5,5,3,4,1,6,2,20,13.5
31.93,6,12,0.5,0,0,0.0,1,3,0.333,4,9,13,4,1,0,2,0,13,13.5
36.05,7,13,0.538,2,7,0.286,0,2,0.0,2,6,8,1,1,1,0,3,16,13.3
16.47,4,8,0.5,0,3,0.0,4,5,0.8,2,2,4,3,2,0,0,1,12,13.3
27.75,3,9,0.333,0,3,0.0,8,12,0.667,2,3,5,6,1,1,2,1,14,13.1
19.38,2,5,0.4,1,4,0.25,5,5,1.0,1,6,7,4,1,1,1,1,10,12.9
26.52,6,10,0.6,2,4,0.5,0,0,0.0,2,5,7,2,1,1,1,4,14,12.8
30.85,7,14,0.5,5,10,0.5,0,1,0.0,0,5,5,1,0,1,1,2,19,12.7
25.37,3,5,0.6,0,0,0.0,2,2,1.0,1,1,2,8,1,1,1,1,8,12.6
24.03,6,12,0.5,2,4,0.5,2,4,0.5,0,3,3,4,2,0,1,4,16,12.3
28.77,3,10,0.3,1,5,0.2,4,6,0.667,3,8,11,2,0,5,0,4,11,12.2
35.0,5,12,0.417,2,5,0.4,3,4,0.75,0,5,5,2,2,2,2,1,15,12.1
23.37,4,7,0.571,1,2,0.5,5,5,1.0,0,6,6,2,0,0,1,2,14,12.1
21.5,4,12,0.333,0,1,0.0,6,9,0.667,4,5,9,2,1,1,1,1,14,12.0
31.35,6,7,0.857,0,1,0.0,0,0,0.0,1,6,7,0,1,3,2,3,12,11.9
24.62,5,16,0.313,0,6,0.0,4,4,1.0,3,6,9,4,0,1,0,2,14,11.4
32.62,9,20,0.45,2,7,0.286,3,5,0.6,2,4,6,1,1,1,5,1,23,11.4
13.3,5,6,0.833,2,3,0.667,1,2,0.5,0,1,1,0,1,2,1,2,13,11.3
29.68,6,16,0.375,4,8,0.5,2,2,1.0,2,4,6,5,0,0,2,5,18,11.3
34.03,6,13,0.462,0,3,0.0,0,0,0.0,4,9,13,3,0,0,1,2,12,11.1
26.4,6,10,0.6,3,7,0.429,0,0,0.0,0,3,3,8,1,0,6,2,15,11.1
36.63,5,9,0.556,2,3,0.667,3,3,1.0,3,2,5,2,1,0,4,2,15,11.0
17.45,4,9,0.444,1,2,0.5,3,4,0.75,1,3,4,5,0,0,1,0,12,11.0
29.95,6,9,0.667,2,2,1.0,2,4,0.5,0,7,7,2,2,0,5,2,16,11.0
24.58,5,8,0.625,2,3,0.667,0,0,0.0,1,4,5,3,1,0,2,2,12,10.6
36.73,7,15,0.467,3,5,0.6,5,7,0.714,0,3,3,2,1,1,6,3,22,10.3
23.9,5,7,0.714,2,2,1.0,1,2,0.5,1,2,3,0,0,0,0,2,13,10.2
37.33,5,14,0.357,1,5,0.2,2,2,1.0,1,6,7,4,2,0,2,1,13,10.1
18.35,5,10,0.5,0,1,0.0,1,1,1.0,1,1,2,4,1,1,1,1,11,10.1
28.78,5,13,0.385,3,8,0.375,2,3,0.667,0,2,2,4,2,0,2,2,15,10.1
25.55,3,6,0.5,0,2,0.0,6,7,0.857,0,4,4,2,0,0,1,1,12,9.8
36.07,6,15,0.4,2,8,0.25,3,3,1.0,1,4,5,6,3,1,7,5,17,9.7
29.98,6,14,0.429,3,10,0.3,1,2,0.5,0,3,3,4,0,0,1,3,16,9.7
38.07,3,6,0.5,2,5,0.4,0,0,0.0,2,4,6,2,1,4,2,3,8,9.6
24.67,4,8,0.5,3,4,0.75,2,2,1.0,1,1,2,1,1,1,2,2,13,9.6
30.8,4,11,0.364,2,6,0.333,2,3,0.667,1,6,7,3,1,0,1,2,12,9.3
14.43,2,2,1.0,0,0,0.0,0,0,0.0,1,8,9,2,1,1,0,1,4,9.2
32.48,6,15,0.4,2,9,0.222,4,4,1.0,0,2,2,1,2,0,3,3,18,9.0
17.35,5,9,0.556,0,4,0.0,2,2,1.0,1,2,3,1,0,0,1,0,12,8.7
23.43,7,11,0.636,0,0,0.0,0,1,0.0,2,6,8,1,0,0,2,5,14,8.6
23.17,3,6,0.5,0,0,0.0,1,2,0.5,5,3,8,0,1,0,0,1,7,8.6
20.58,3,6,0.5,1,4,0.25,0,0,0.0,0,1,1,1,4,0,0,1,7,8.6
27.17,3,8,0.375,2,5,0.4,0,0,0.0,0,5,5,2,2,1,0,2,8,8.4
24.62,3,8,0.375,2,5,0.4,0,0,0.0,1,3,4,2,2,0,0,1,8,8.2
22.17,4,8,0.5,2,5,0.4,0,0,0.0,2,3,5,1,0,0,0,2,10,8.2
21.93,3,9,0.333,1,4,0.25,2,4,0.5,2,4,6,4,1,0,1,1,9,8.1
34.32,4,8,0.5,2,4,0.5,0,0,0.0,2,1,3,1,0,0,0,1,10,8.0
21.07,4,8,0.5,3,6,0.5,2,3,0.667,0,0,0,1,1,2,3,2,13,7.9
13.93,4,7,0.571,0,0,0.0,0,0,0.0,2,2,4,0,0,1,0,0,8,7.4
24.05,3,10,0.3,3,9,0.333,0,0,0.0,2,4,6,2,1,0,0,2,9,7.4
37.75,8,21,0.381,3,15,0.2,2,2,1.0,0,6,6,3,1,1,7,2,21,7.3
23.58,4,8,0.5,0,4,0.0,0,0,0.0,1,2,3,1,2,0,0,2,8,7.2
14.73,3,6,0.5,1,3,0.333,0,0,0.0,1,4,5,2,0,1,0,2,7,7.2
22.8,4,9,0.444,3,6,0.5,1,1,1.0,0,2,2,1,0,1,1,3,12,7.1
33.92,4,11,0.364,1,4,0.25,4,5,0.8,0,4,4,3,3,0,5,2,13,7.0
14.47,2,2,1.0,1,1,1.0,2,2,1.0,1,1,2,1,0,0,1,1,7,6.7
10.95,2,2,1.0,1,1,1.0,0,0,0.0,0,3,3,4,1,0,2,1,5,6.7
17.8,4,10,0.4,4,10,0.4,0,0,0.0,1,3,4,0,0,2,1,5,12,6.6
32.75,5,10,0.5,1,4,0.25,0,0,0.0,0,4,4,2,0,1,2,2,11,6.5
12.67,3,4,0.75,3,4,0.75,0,0,0.0,0,1,1,0,0,0,1,1,9,6.3
23.15,3,7,0.429,1,3,0.333,1,1,1.0,1,5,6,1,0,0,1,1,8,5.8
31.5,6,14,0.429,2,6,0.333,1,2,0.5,0,5,5,6,2,0,9,1,15,5.5
33.27,2,6,0.333,0,2,0.0,1,2,0.5,0,4,4,7,0,0,1,2,5,5.5
22.2,2,3,0.667,2,3,0.667,0,0,0.0,0,1,1,0,3,0,1,4,6,5.4
9.42,3,5,0.6,2,4,0.5,0,1,0.0,0,1,1,0,1,0,0,3,8,5.4
23.33,2,5,0.4,0,3,0.0,1,1,1.0,3,0,3,2,2,0,2,1,5,5.4
18.55,2,5,0.4,0,3,0.0,2,4,0.5,2,7,9,1,0,0,1,1,6,5.3
22.4,2,3,0.667,1,1,1.0,0,0,0.0,0,5,5,0,2,0,0,5,5,5.2
4.55,2,2,1.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,1,6,5.0
7.55,2,5,0.4,2,3,0.667,0,0,0.0,0,0,0,1,1,0,0,0,6,5.0
21.17,1,3,0.333,0,0,0.0,0,0,0.0,0,4,4,8,0,1,2,2,2,5.0
30.75,3,11,0.273,1,5,0.2,2,2,1.0,1,1,2,2,1,1,1,2,9,4.8
17.62,3,6,0.5,1,2,0.5,0,0,0.0,0,1,1,3,0,0,1,2,7,4.6
29.22,3,9,0.333,1,6,0.167,1,2,0.5,0,2,2,1,2,0,0,3,8,4.6
8.43,2,2,1.0,0,0,0.0,1,2,0.5,2,1,3,0,1,0,1,3,5,4.5
28.23,4,11,0.364,0,1,0.0,0,0,0.0,2,5,7,1,1,1,2,2,8,4.4
39.23,4,13,0.308,0,2,0.0,1,2,0.5,2,5,7,3,2,0,3,2,9,4.3
19.97,1,11,0.091,1,5,0.2,2,2,1.0,3,2,5,3,0,3,0,1,5,4.2
12.07,3,6,0.5,0,1,0.0,0,0,0.0,2,2,4,1,0,0,0,4,6,4.1
10.78,1,2,0.5,1,2,0.5,0,0,0.0,1,0,1,1,1,0,0,1,3,4.0
12.53,1,2,0.5,0,1,0.0,0,0,0.0,1,3,4,1,0,1,0,0,2,4.0
4.68,0,0,0.0,0,0,0.0,2,2,1.0,1,0,1,1,2,0,1,1,2,4.0
23.42,2,4,0.5,1,2,0.5,0,0,0.0,0,1,1,3,0,0,1,1,5,4.0
28.88,0,6,0.0,0,4,0.0,2,2,1.0,0,4,4,7,0,0,0,0,2,3.9
12.22,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,2,1,0,1,0,2,3.7
25.53,3,10,0.3,2,2,1.0,2,2,1.0,1,4,5,0,0,1,2,3,10,3.6
19.9,1,4,0.25,1,3,0.333,0,0,0.0,0,3,3,2,2,0,1,1,3,3.5
25.17,3,8,0.375,0,3,0.0,1,2,0.5,1,5,6,2,0,1,1,5,7,3.5
11.77,0,0,0.0,0,0,0.0,0,0,0.0,0,6,6,0,1,2,0,2,0,3.4
4.15,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,1,0,0,0,0,3,3.4
7.77,1,2,0.5,0,0,0.0,0,0,0.0,3,1,4,0,0,0,0,0,2,3.4
16.92,3,6,0.5,0,0,0.0,2,2,1.0,0,4,4,2,0,0,3,3,8,3.4
15.03,3,6,0.5,0,1,0.0,0,0,0.0,2,5,7,2,0,0,3,4,6,2.7
10.35,0,0,0.0,0,0,0.0,0,0,0.0,3,6,9,1,1,1,2,4,0,2.7
10.2,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,1,3,0,1,1,2,2.6
4.68,1,1,1.0,1,1,1.0,2,2,1.0,0,1,1,0,0,0,2,1,5,2.6
5.28,1,2,0.5,1,2,0.5,0,0,0.0,0,0,0,1,0,0,0,1,3,2.3
22.28,2,9,0.222,0,6,0.0,0,0,0.0,0,2,2,5,1,0,1,2,4,1.8
2.13,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2,1.7
5.88,0,1,0.0,0,1,0.0,0,0,0.0,2,0,2,0,1,0,0,0,0,1.7
15.68,0,4,0.0,0,0,0.0,2,2,1.0,0,5,5,0,1,0,0,0,2,1.7
12.75,0,1,0.0,0,0,0.0,0,0,0.0,2,3,5,0,0,0,0,0,0,1.6
12.88,1,3,0.333,1,3,0.333,0,0,0.0,0,1,1,1,0,0,0,2,3,1.5
25.0,3,13,0.231,1,7,0.143,0,0,0.0,3,3,6,5,0,0,3,3,7,1.4
3.62,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,2,1.4
24.65,2,7,0.286,2,4,0.5,0,0,0.0,1,1,2,2,1,1,3,4,6,1.4
9.77,1,3,0.333,0,1,0.0,0,0,0.0,0,2,2,0,1,0,0,2,2,1.1
25.12,2,7,0.286,1,5,0.2,0,0,0.0,1,1,2,0,1,0,1,2,5,1.1
24.3,2,9,0.222,0,3,0.0,1,2,0.5,0,1,1,5,3,0,4,2,5,1.1
0.95,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,1.0
19.85,1,3,0.333,0,0,0.0,0,0,0.0,1,1,2,2,1,1,3,1,2,1.0
6.3,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,1,0,0.9
1.18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.7
2.13,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,0.6
28.25,1,6,0.167,0,4,0.0,0,0,0.0,1,6,7,3,0,1,1,5,2,0.5
19.12,1,8,0.125,0,7,0.0,0,1,0.0,5,2,7,0,0,1,0,2,2,0.4
4.55,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,1,0,1,0,0.3
14.08,0,3,0.0,0,3,0.0,4,4,1.0,0,1,1,0,0,0,2,0,4,0.2
1.18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
1.18,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
28.83,2,6,0.333,1,2,0.5,0,0,0.0,0,1,1,3,0,0,2,5,5,0.0
0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0
7.8,0,3,0.0,0,3,0.0,1,2,0.5,0,0,0,1,1,0,0,1,1,-0.2
14.82,1,3,0.333,1,3,0.333,0,0,0.0,0,2,2,0,0,0,1,3,3,-0.3
15.03,1,4,0.25,0,2,0.0,0,0,0.0,0,1,1,3,0,0,2,1,2,-0.4
15.88,0,3,0.0,0,1,0.0,1,2,0.5,0,1,1,1,1,0,1,0,1,-0.5
23.58,2,9,0.222,0,3,0.0,2,2,1.0,1,2,3,2,0,0,3,2,6,-0.6
13.95,1,7,0.143,0,5,0.0,2,2,1.0,0,2,2,1,0,0,1,1,4,-0.6
10.98,0,1,0.0,0,0,0.0,0,2,0.0,1,2,3,0,0,1,0,3,0,-0.7
18.55,1,7,0.143,0,3,0.0,0,0,0.0,0,3,3,2,1,0,1,2,2,-1.0
4.63,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,-1.0
15.03,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,0,1,1,0,-1.4
19.92,2,10,0.2,1,7,0.143,0,0,0.0,0,4,4,1,0,0,2,3,5,-2.5
7.02,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,1,2,0,-2.9
37.9,10,15,0.667,0,0,0.0,12,18,0.667,1,13,14,9,1,4,1,1,32,36.4
37.62,8,21,0.381,2,6,0.333,14,15,0.933,0,8,8,6,5,1,1,3,32,30.2
39.6,9,18,0.5,3,5,0.6,14,17,0.824,2,5,7,10,0,1,5,4,35,28.8
37.15,8,21,0.381,5,14,0.357,4,5,0.8,0,6,6,7,3,0,2,3,25,19.6
31.27,5,11,0.455,5,9,0.556,4,6,0.667,2,7,9,1,3,0,0,3,19,18.5
33.3,9,12,0.75,0,0,0.0,3,4,0.75,1,7,8,2,0,1,4,4,21,15.1
29.68,9,15,0.6,0,1,0.0,1,3,0.333,4,3,7,1,3,0,4,3,19,13.5
33.43,7,10,0.7,2,5,0.4,0,0,0.0,0,3,3,1,0,2,1,2,16,13.0
39.57,3,8,0.375,2,4,0.5,6,7,0.857,3,3,6,3,1,1,3,2,14,12.2
38.68,8,20,0.4,2,5,0.4,2,2,1.0,0,5,5,5,1,0,3,2,20,11.4
39.12,6,15,0.4,0,4,0.0,3,5,0.6,1,9,10,4,1,0,1,3,15,11.1
22.95,5,10,0.5,0,3,0.0,0,0,0.0,1,8,9,2,0,1,0,2,10,9.4
38.0,5,10,0.5,0,3,0.0,1,4,0.25,1,7,8,5,1,1,3,2,11,9.0
25.37,2,4,0.5,1,1,1.0,0,0,0.0,3,4,7,4,2,0,1,4,5,8.5
23.6,4,7,0.571,2,3,0.667,0,0,0.0,0,1,1,1,0,0,0,2,10,6.9
29.88,5,16,0.313,3,6,0.5,2,4,0.5,1,6,7,3,0,0,2,2,15,6.8
17.38,3,8,0.375,2,6,0.333,4,6,0.667,0,2,2,0,0,1,0,4,12,6.5
32.58,6,16,0.375,1,2,0.5,0,1,0.0,5,6,11,2,2,0,4,5,13,6.5
19.27,2,5,0.4,2,2,1.0,2,2,1.0,0,3,3,0,0,0,0,0,8,6.2
41.7,3,15,0.2,1,11,0.091,1,2,0.5,2,7,9,7,1,0,1,2,8,5.9
33.18,5,17,0.294,4,13,0.308,0,1,0.0,2,3,5,2,0,0,0,5,14,5.4
28.73,3,8,0.375,0,0,0.0,0,2,0.0,2,6,8,0,1,4,1,4,6,5.2
17.95,1,3,0.333,0,1,0.0,3,3,1.0,0,2,2,0,1,1,1,0,5,4.6
6.33,1,2,0.5,0,0,0.0,2,4,0.5,3,3,6,0,0,0,1,0,4,4.2
32.02,2,6,0.333,1,4,0.25,0,0,0.0,1,5,6,2,1,1,2,3,5,3.7
10.68,3,4,0.75,1,2,0.5,0,0,0.0,0,1,1,0,0,0,1,3,7,3.5
34.12,5,14,0.357,1,8,0.125,1,1,1.0,0,3,3,2,0,1,3,2,12,3.4
9.08,0,0,0.0,0,0,0.0,2,2,1.0,0,2,2,1,0,0,0,1,2,2.9
19.22,3,6,0.5,3,6,0.5,0,0,0.0,0,1,1,1,0,0,2,6,9,2.6
22.05,2,7,0.286,1,5,0.2,1,2,0.5,0,3,3,4,1,1,3,5,6,1.9
20.07,2,8,0.25,2,7,0.286,0,0,0.0,1,2,3,0,1,0,2,2,6,0.7
19.68,0,3,0.0,0,3,0.0,0,0,0.0,0,2,2,2,1,0,0,3,0,-0.3
4.97,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-0.8
9.72,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-0.8
16.83,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,0,0,0,1,1,2,-1.1
5.45,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-1.5
21.87,0,5,0.0,0,4,0.0,1,2,0.5,0,1,1,0,0,0,0,2,1,-3.4
37.85,16,23,0.696,6,11,0.545,7,9,0.778,2,9,11,13,3,2,3,1,45,48.7
